,Total_Insured,County_State,Total_Uninsured,Year,State_Code,County_Code,Poverty_percent_in_County,Total_Poverty_in_County,Uninsured_percent
1514,6467,"DeKalb County, MO",763,2016,29,63,15.7,1429,10.55325035
1515,10100,"Dent County, MO",1859,2016,29,65,19.8,2995,15.54477799
1516,8507,"Douglas County, MO",1542,2016,29,67,19.8,2607,15.34481043
1517,21027,"Dunklin County, MO",3386,2016,29,69,27.2,8089,13.86965961
1518,76967,"Franklin County, MO",8580,2016,29,71,10.7,10901,10.02957439
1519,10050,"Gasconade County, MO",1387,2016,29,73,12.1,1758,12.12730611
1520,4618,"Gentry County, MO",658,2016,29,75,14.6,952,12.47156937
1521,206224,"Greene County, MO",26418,2016,29,77,16.5,45710,11.35564515
1522,6831,"Grundy County, MO",944,2016,29,79,17.1,1680,12.1414791
1523,5654,"Harrison County, MO",960,2016,29,81,18.1,1520,14.51466586
1524,14809,"Henry County, MO",1968,2016,29,83,20.7,4402,11.73034512
1525,5245,"Hickory County, MO",970,2016,29,85,19.3,1767,15.60740145
1526,2932,"Holt County, MO",439,2016,29,87,14.1,612,13.02284189
1527,6766,"Howard County, MO",863,2016,29,89,15.9,1484,11.31209857
1528,27556,"Howell County, MO",4382,2016,29,91,20.5,8110,13.72033315
1529,6790,"Iron County, MO",1000,2016,29,93,22.4,2184,12.83697047
1530,517405,"Jackson County, MO",67366,2016,29,95,15.5,105697,11.52006512
1531,86324,"Jasper County, MO",13150,2016,29,97,17.5,20301,13.21953475
1532,173235,"Jefferson County, MO",17938,2016,29,99,10.1,22484,9.383124186
1533,39540,"Johnson County, MO",4304,2016,29,101,14.4,7187,9.816622571
1534,2536,"Knox County, MO",470,2016,29,103,18.9,728,15.63539587
1535,24974,"Laclede County, MO",3777,2016,29,105,15.7,5480,13.13693437
1536,23456,"Lafayette County, MO",2772,2016,29,107,12.7,4057,10.56885771
1537,26702,"Lawrence County, MO",4301,2016,29,109,14.9,5613,13.87285101
1538,6765,"Lewis County, MO",933,2016,29,111,16.9,1590,12.12003118
1539,43067,"Lincoln County, MO",4622,2016,29,113,11.2,6132,9.691962507
1540,8441,"Linn County, MO",1141,2016,29,115,16.1,1927,11.90774369
1541,9231,"Livingston County, MO",1382,2016,29,117,17.6,2350,13.02176576
1542,14780,"McDonald County, MO",4139,2016,29,119,21.4,4776,21.87747767
1543,10149,"Macon County, MO",1518,2016,29,121,16.3,2416,13.01105683
1544,8564,"Madison County, MO",1294,2016,29,123,18,2193,13.12639481
1545,5911,"Maries County, MO",1045,2016,29,125,15.2,1331,15.02300173
1546,20527,"Marion County, MO",2351,2016,29,127,14.5,4000,10.27624792
1547,2459,"Mercer County, MO",404,2016,29,129,13.6,498,14.1110723
1548,17559,"Miller County, MO",2622,2016,29,131,16.3,4040,12.99241861
1549,8336,"Mississippi County, MO",1185,2016,29,133,28.4,3384,12.44617162
1550,10418,"Moniteau County, MO",1841,2016,29,135,11.6,1696,15.01753814
1551,5791,"Monroe County, MO",830,2016,29,137,15.4,1298,12.53587071
1552,7791,"Montgomery County, MO",1187,2016,29,139,15.6,1739,13.2212074
1553,12325,"Morgan County, MO",2702,2016,29,141,19.6,3885,17.98096759
1554,12554,"New Madrid County, MO",1787,2016,29,143,25,4381,12.46077679
1555,40464,"Newton County, MO",6852,2016,29,145,14.3,8251,14.48135937
1556,14201,"Nodaway County, MO",1837,2016,29,147,17,3251,11.45404664
1557,7072,"Oregon County, MO",1150,2016,29,149,24.9,2640,13.98686451
1558,9919,"Osage County, MO",1077,2016,29,151,8.6,1139,9.794470717
1559,5432,"Ozark County, MO",1136,2016,29,153,25.3,2315,17.29598051
1560,12391,"Pemiscot County, MO",1645,2016,29,155,30.9,5198,11.71986321
1561,14359,"Perry County, MO",1460,2016,29,157,10.3,1941,9.229407674
1562,30169,"Pettis County, MO",4592,2016,29,159,15.2,6263,13.21020684
1563,30301,"Phelps County, MO",4734,2016,29,161,19.6,8126,13.51220208
1564,11503,"Pike County, MO",1711,2016,29,163,18,2907,12.94838807
1565,78783,"Platte County, MO",5981,2016,29,165,6.1,5915,7.056061536
1566,21310,"Polk County, MO",3161,2016,29,167,16.8,5004,12.91733072
1567,34017,"Pulaski County, MO",4282,2016,29,169,14.2,6044,11.18044858
1568,3163,"Putnam County, MO",494,2016,29,171,17.5,837,13.50834017
1569,7271,"Ralls County, MO",852,2016,29,173,10.9,1109,10.48873569
1570,16569,"Randolph County, MO",2118,2016,29,175,16.1,3616,11.33408252
1571,16489,"Ray County, MO",2009,2016,29,177,11,2453,10.86063358
1572,4161,"Reynolds County, MO",677,2016,29,179,22.1,1397,13.9933857
1573,9272,"Ripley County, MO",1599,2016,29,181,27.7,3776,14.70885843
1574,314469,"St. Charles County, MO",19275,2016,29,183,5.2,20198,5.775384726
1575,5598,"St. Clair County, MO",1034,2016,29,185,20.7,1868,15.59107358
1576,13059,"Ste. Genevieve County, MO",1591,2016,29,186,11.7,2069,10.86006826
1577,44159,"St. Francois County, MO",5352,2016,29,187,16.3,9726,10.80971905
1578,749422,"St. Louis County, MO",66336,2016,29,189,9.2,90126,8.131823408
1579,15561,"Saline County, MO",2234,2016,29,195,15.9,3436,12.55408823
1580,2961,"Schuyler County, MO",581,2016,29,197,19.8,852,16.40316206
1581,3247,"Scotland County, MO",727,2016,29,199,16.1,778,18.29391042
1582,28071,"Scott County, MO",3532,2016,29,201,18.4,7004,11.17615416
1583,5430,"Shannon County, MO",955,2016,29,203,26.4,2133,14.95693031
1584,4128,"Shelby County, MO",607,2016,29,205,16.6,977,12.81942978
1585,20765,"Stoddard County, MO",2790,2016,29,207,19.1,5545,11.84461898
1586,18592,"Stone County, MO",3327,2016,29,209,12.9,3960,15.17861216
1587,4298,"Sullivan County, MO",744,2016,29,211,17,1049,14.75604919
1588,34927,"Taney County, MO",6669,2016,29,213,17,9006,16.03279161
1589,16039,"Texas County, MO",2698,2016,29,215,29.9,7130,14.39931686
1590,14104,"Vernon County, MO",2176,2016,29,217,17.5,3498,13.36609337
1591,24648,"Warren County, MO",3108,2016,29,219,11.8,3935,11.1975789
1592,16934,"Washington County, MO",2658,2016,29,221,22,5186,13.56676194
1593,8545,"Wayne County, MO",1454,2016,29,223,26,3370,14.54145415
1594,26847,"Webster County, MO",4430,2016,29,225,16.7,6189,14.16376251
1595,1338,"Worth County, MO",197,2016,29,227,14.2,279,12.83387622
1596,12196,"Wright County, MO",2282,2016,29,229,24.2,4355,15.76184556
1597,229741,"St. Louis city, MO",32997,2016,29,510,24.3,73250,12.55889898
1598,6258,"Beaverhead County, MT",762,2016,30,1,14.4,1291,10.85470085
1599,9282,"Big Horn County, MT",2105,2016,30,3,25.5,3368,18.4859928
1600,4561,"Blaine County, MT",924,2016,30,5,24.3,1581,16.84594348
1601,3943,"Broadwater County, MT",478,2016,30,7,10.6,604,10.81203348
1602,7094,"Carbon County, MT",846,2016,30,9,10.3,1071,10.65491184
1603,771,"Carter County, MT",119,2016,30,11,13.8,164,13.37078652
1604,58630,"Cascade County, MT",6647,2016,30,13,14.2,11333,10.18275962
1605,3858,"Chouteau County, MT",732,2016,30,15,15.7,895,15.94771242
1606,8579,"Custer County, MT",790,2016,30,17,11.4,1318,8.432063187
1607,1173,"Daniels County, MT",134,2016,30,19,10.3,176,10.25248661
1608,6770,"Dawson County, MT",553,2016,30,21,11.2,989,7.551549911
1609,5876,"Deer Lodge County, MT",598,2016,30,23,18.6,1574,9.236947791
1610,2438,"Fallon County, MT",170,2016,30,25,8.5,262,6.518404908
1611,7700,"Fergus County, MT",785,2016,30,27,14.6,1619,9.251620507
1612,71871,"Flathead County, MT",7557,2016,30,29,12.3,11897,9.514277081
1613,82953,"Gallatin County, MT",6846,2016,30,31,11.4,11526,7.623692914
1614,885,"Garfield County, MT",107,2016,30,33,13.8,181,10.78629032
1615,9255,"Glacier County, MT",2463,2016,30,35,28.3,3792,21.01894521
1616,534,"Golden Valley County, MT",66,2016,30,37,18.3,147,11
1617,2059,"Granite County, MT",298,2016,30,39,13.1,438,12.6431905
1618,12061,"Hill County, MT",1693,2016,30,41,19.5,3140,12.30914643
1619,8547,"Jefferson County, MT",808,2016,30,43,8.8,1032,8.637092464
1620,1313,"Judith Basin County, MT",152,2016,30,45,13.4,259,10.37542662
1621,19506,"Lake County, MT",3570,2016,30,47,19.2,5645,15.47061882
1622,50242,"Lewis and Clark County, MT",4136,2016,30,49,10.4,6858,7.606017139
1623,1645,"Liberty County, MT",256,2016,30,51,20.2,467,13.46659653
1624,12126,"Lincoln County, MT",1724,2016,30,53,18.7,3550,12.44765343
1625,1120,"McCone County, MT",193,2016,30,55,15.6,261,14.69916222
1626,4988,"Madison County, MT",634,2016,30,57,11.2,877,11.27712558
1627,1156,"Meagher County, MT",145,2016,30,59,18.3,322,11.14527287
1628,2611,"Mineral County, MT",332,2016,30,61,17.8,737,11.28100578
1629,87229,"Missoula County, MT",9106,2016,30,63,15.2,17206,9.452431619
1630,3072,"Musselshell County, MT",408,2016,30,65,17.4,790,11.72413793
1631,11330,"Park County, MT",1277,2016,30,67,11.7,1877,10.12929325
1632,322,"Petroleum County, MT",53,2016,30,69,15.1,74,14.13333333
1633,2741,"Phillips County, MT",456,2016,30,71,15.5,631,14.26337191
1634,4164,"Pondera County, MT",610,2016,30,73,18.4,1083,12.77754504
1635,1162,"Powder River County, MT",145,2016,30,75,10.7,183,11.09410865
1636,3619,"Powell County, MT",413,2016,30,77,17.5,929,10.24305556
1637,744,"Prairie County, MT",87,2016,30,79,12.1,140,10.46931408
1638,27812,"Ravalli County, MT",3559,2016,30,81,13.8,5773,11.34487265
1639,9166,"Richland County, MT",869,2016,30,83,7.5,859,8.659691081
1640,8003,"Roosevelt County, MT",1739,2016,30,85,23.9,2659,17.85054404
1641,6815,"Rosebud County, MT",995,2016,30,87,16.6,1525,12.74007682
1642,6791,"Sanders County, MT",1226,2016,30,89,17.6,2005,15.29250343
1643,2584,"Sheridan County, MT",282,2016,30,91,10.6,379,9.839497558
1644,24942,"Silver Bow County, MT",2517,2016,30,93,15.5,5193,9.166393532
1645,6847,"Stillwater County, MT",567,2016,30,95,8.4,784,7.647693553
1646,2462,"Sweet Grass County, MT",257,2016,30,97,9.8,351,9.452004413
1647,4141,"Teton County, MT",514,2016,30,99,14.1,824,11.04189044
1648,3050,"Toole County, MT",399,2016,30,101,16.8,712,11.5685706
1649,432,"Treasure County, MT",66,2016,30,103,10.3,71,13.25301205
1650,5060,"Valley County, MT",738,2016,30,105,12.5,928,12.72852708
1651,1331,"Wheatland County, MT",227,2016,30,107,19,390,14.56996149
1652,731,"Wibaux County, MT",82,2016,30,109,10.9,116,10.08610086
1653,119696,"Yellowstone County, MT",11016,2016,30,111,8.8,13581,8.427688353
1654,22659,"Adams County, NE",2246,2016,31,1,12.7,3835,9.018269424
1655,4298,"Antelope County, NE",548,2016,31,3,11.3,707,11.3082955
1656,327,"Arthur County, NE",44,2016,31,5,11.9,56,11.85983827
1657,491,"Banner County, NE",52,2016,31,7,12.5,100,9.576427256
1658,304,"Blaine County, NE",56,2016,31,9,15.5,75,15.55555556
1659,3793,"Boone County, NE",401,2016,31,11,10.1,525,9.561278016
1660,8286,"Box Butte County, NE",887,2016,31,13,11.5,1269,9.669682765
1661,1226,"Boyd County, NE",150,2016,31,15,14.7,283,10.90116279
1662,1956,"Brown County, NE",277,2016,31,17,13.8,401,12.40483654
1663,37408,"Buffalo County, NE",3396,2016,31,19,11.2,5287,8.322713459
1664,4423,"Burt County, NE",538,2016,31,21,10.7,683,10.84458778
1665,5778,"Butler County, NE",518,2016,31,23,8.9,702,8.227445997
1666,19857,"Cass County, NE",1472,2016,31,25,7.6,1920,6.901401847
1667,6165,"Cedar County, NE",610,2016,31,27,9.4,803,9.003690037
1668,2681,"Chase County, NE",429,2016,31,29,9.3,359,13.79421222
1669,3928,"Cherry County, NE",644,2016,31,31,11.9,685,14.08573928
1670,7749,"Cheyenne County, NE",591,2016,31,33,9.4,935,7.086330935
1671,4279,"Clay County, NE",592,2016,31,35,11.3,681,12.1535619
1672,7479,"Colfax County, NE",1426,2016,31,37,9.8,1005,16.01347558
1673,6215,"Cuming County, NE",810,2016,31,39,8.7,772,11.53024911
1674,7455,"Custer County, NE",937,2016,31,41,11.6,1236,11.16539561
1675,14541,"Dakota County, NE",2760,2016,31,43,12,2405,15.9528351
1676,5717,"Dawes County, NE",798,2016,31,45,16.9,1366,12.24865695
1677,16493,"Dawson County, NE",2917,2016,31,47,12.7,2966,15.02833591
1678,1237,"Deuel County, NE",164,2016,31,49,11.5,213,11.70592434
1679,4071,"Dixon County, NE",471,2016,31,51,8.5,480,10.36988111
1680,25612,"Dodge County, NE",3070,2016,31,53,11.7,4131,10.70357716
1681,427769,"Douglas County, NE",49376,2016,31,55,12.4,67359,10.348217
1682,1156,"Dundy County, NE",193,2016,31,57,12.4,223,14.306894
1683,3903,"Fillmore County, NE",361,2016,31,59,9.8,540,8.466228893
1684,1979,"Franklin County, NE",215,2016,31,61,13.3,393,9.799453054
1685,1711,"Frontier County, NE",203,2016,31,63,12.5,312,10.60606061
1686,3192,"Furnas County, NE",390,2016,31,65,14,656,10.88777219
1687,15637,"Gage County, NE",1446,2016,31,67,11.3,2430,8.464555406
1688,1199,"Garden County, NE",158,2016,31,69,16.3,308,11.64333088
1689,1276,"Garfield County, NE",137,2016,31,71,12.8,249,9.695682944
1690,1416,"Gosper County, NE",130,2016,31,73,9.8,189,8.408796895
1691,466,"Grant County, NE",45,2016,31,75,10,64,8.806262231
1692,1501,"Greeley County, NE",276,2016,31,77,14.3,333,15.53179516
1693,44471,"Hall County, NE",7153,2016,31,79,12.7,7652,13.85595847
1694,6935,"Hamilton County, NE",539,2016,31,81,7.7,697,7.211667113
1695,2298,"Harlan County, NE",271,2016,31,83,12.1,414,10.54885169
1696,508,"Hayes County, NE",151,2016,31,85,16.8,150,22.91350531
1697,1869,"Hitchcock County, NE",240,2016,31,87,12.9,360,11.37980085
1698,7183,"Holt County, NE",798,2016,31,89,10.6,1063,9.998747024
1699,459,"Hooker County, NE",42,2016,31,91,8.2,56,8.383233533
1700,4603,"Howard County, NE",480,2016,31,93,10.5,663,9.44324218
1701,4933,"Jefferson County, NE",503,2016,31,95,10.7,757,9.253127299
1702,2952,"Johnson County, NE",331,2016,31,97,12.6,520,10.08224185
1703,4849,"Kearney County, NE",427,2016,31,99,9.1,584,8.093252464
1704,5448,"Keith County, NE",605,2016,31,101,12.8,1019,9.99504378
1705,499,"Keya Paha County, NE",73,2016,31,103,16.1,127,12.76223776
1706,2448,"Kimball County, NE",340,2016,31,105,13,468,12.19512195
1707,5527,"Knox County, NE",912,2016,31,107,12.9,1076,14.16369001
1708,232704,"Lancaster County, NE",23240,2016,31,109,12.2,35993,9.080111274
1709,26207,"Lincoln County, NE",2530,2016,31,111,9.4,3272,8.803980931
1710,556,"Logan County, NE",85,2016,31,113,10.3,79,13.26053042
1711,387,"Loup County, NE",54,2016,31,115,16,94,12.24489796
1712,361,"McPherson County, NE",37,2016,31,117,12.2,60,9.296482412
1713,25640,"Madison County, NE",3067,2016,31,119,14.3,4867,10.68380534
1714,5644,"Merrick County, NE",575,2016,31,121,10.4,797,9.245859463
1715,3357,"Morrill County, NE",500,2016,31,123,16.5,775,12.96344309
1716,2520,"Nance County, NE",269,2016,31,125,12.5,432,9.645034062
1717,4829,"Nemaha County, NE",381,2016,31,127,13.4,868,7.312859885
1718,2840,"Nuckolls County, NE",270,2016,31,129,12.5,525,8.681672026
1719,11651,"Otoe County, NE",1117,2016,31,131,9.5,1489,8.748433584
1720,1693,"Pawnee County, NE",241,2016,31,133,15.4,400,12.46122027
1721,1965,"Perkins County, NE",277,2016,31,135,10.6,301,12.35504014
1722,6722,"Phelps County, NE",608,2016,31,137,9.2,827,8.2946794
1723,5362,"Pierce County, NE",422,2016,31,139,9.6,674,7.295988935
1724,24440,"Platte County, NE",2702,2016,31,141,9,2920,9.955051212
1725,3703,"Polk County, NE",383,2016,31,143,8,408,9.373470387
1726,7536,"Red Willow County, NE",741,2016,31,145,10.7,1100,8.952519029
1727,5422,"Richardson County, NE",639,2016,31,147,12.4,973,10.54281472
1728,915,"Rock County, NE",124,2016,31,149,13.8,186,11.93455245
1729,9624,"Saline County, NE",1586,2016,31,151,11.5,1526,14.14808207
1730,149512,"Sarpy County, NE",10004,2016,31,153,5.8,10294,6.2714712
1731,15963,"Saunders County, NE",1179,2016,31,155,7.4,1524,6.877843892
1732,25500,"Scotts Bluff County, NE",3572,2016,31,157,15.9,5645,12.28673638
1733,12262,"Seward County, NE",858,2016,31,159,7.9,1252,6.539634146
1734,3347,"Sheridan County, NE",568,2016,31,161,16.2,831,14.5083014
1735,1949,"Sherman County, NE",272,2016,31,163,12.3,368,12.2467357
1736,837,"Sioux County, NE",109,2016,31,165,15.5,192,11.52219873
1737,4563,"Stanton County, NE",396,2016,31,167,7.6,449,7.985480944
1738,3394,"Thayer County, NE",378,2016,31,169,11.2,551,10.02120891
1739,506,"Thomas County, NE",50,2016,31,171,13.9,99,8.992805755
1740,5060,"Thurston County, NE",1058,2016,31,173,25.3,1777,17.29323308
1741,2800,"Valley County, NE",334,2016,31,175,11.6,479,10.65730696
1742,15841,"Washington County, NE",945,2016,31,177,7,1405,5.62969141
1743,6384,"Wayne County, NE",617,2016,31,179,12,997,8.81302671
1744,2407,"Webster County, NE",296,2016,31,181,12.9,447,10.95079541
1745,546,"Wheeler County, NE",63,2016,31,183,11.4,88,10.34482759
1746,9691,"York County, NE",788,2016,31,185,10.5,1357,7.519801508
1747,16791,"Churchill County, NV",2647,2016,32,1,14.2,3371,13.61765614
1748,1580194,"Clark County, NV",246022,2016,32,3,14.6,311352,13.47168133
1749,30956,"Douglas County, NV",4230,2016,32,5,9.7,4631,12.02182686
1750,40440,"Elko County, NV",5953,2016,32,7,10.4,5329,12.83167719
1751,474,"Esmeralda County, NV",96,2016,32,9,14.8,117,16.84210526
1752,1505,"Eureka County, NV",114,2016,32,11,9.9,189,7.04138357
1753,12506,"Humboldt County, NV",2203,2016,32,13,11.9,1982,14.97722483
1754,4230,"Lander County, NV",639,2016,32,15,11.9,674,13.12384473
1755,3242,"Lincoln County, NV",474,2016,32,17,14.1,675,12.75565124
1756,35797,"Lyon County, NV",5767,2016,32,19,11.9,6289,13.87498797
1757,2892,"Mineral County, NV",410,2016,32,21,18.2,801,12.41671714
1758,25972,"Nye County, NV",3716,2016,32,23,15.9,6724,12.51684182
1759,3380,"Pershing County, NV",565,2016,32,27,17.5,847,14.32192649
1760,2554,"Storey County, NV",272,2016,32,29,7.8,316,9.624911536
1761,334517,"Washoe County, NV",44439,2016,32,31,12.5,56064,11.72669123
1762,6127,"White Pine County, NV",742,2016,32,33,14.7,1220,10.80215461
1763,35889,"Carson City, NV",5238,2016,32,510,13,6727,12.73615873
1764,43645,"Belknap County, NH",3872,2016,33,1,10,5949,8.148662584
1765,31374,"Carroll County, NH",3275,2016,33,3,10.5,4896,9.451932235
1766,52656,"Cheshire County, NH",4743,2016,33,5,8.6,6078,8.26321016
1767,20601,"Coos County, NH",2081,2016,33,7,13.8,4072,9.174675955
1768,60040,"Grafton County, NH",5612,2016,33,9,10.3,8463,8.548102114
1769,317367,"Hillsborough County, NH",25164,2016,33,11,8,31972,7.346488347
1770,109262,"Merrimack County, NH",8390,2016,33,13,7.4,10532,7.13120049
1771,239349,"Rockingham County, NH",14206,2016,33,15,4.2,12681,5.602729191
1772,92587,"Strafford County, NH",8053,2016,33,17,7.7,9094,8.001788553
1773,31385,"Sullivan County, NH",2625,2016,33,19,9.5,4016,7.718318142
1774,197387,"Atlantic County, NJ",23502,2016,34,1,14.2,37734,10.63973308
1775,713966,"Bergen County, NJ",65960,2016,34,3,6.9,63789,8.457212607
1776,345568,"Burlington County, NJ",20360,2016,34,5,6.2,27083,5.563936075
1777,395994,"Camden County, NJ",32981,2016,34,7,12,60385,7.688326826
1778,63631,"Cape May County, NJ",5824,2016,34,9,11.9,10964,8.385285437
1779,107185,"Cumberland County, NJ",14695,2016,34,11,18.4,26321,12.05694125
1780,595092,"Essex County, NJ",82345,2016,34,13,16.3,126492,12.15537386
1781,231831,"Gloucester County, NJ",13950,2016,34,15,7.8,22402,5.67578454
1782,511733,"Hudson County, NJ",83679,2016,34,17,15.6,104660,14.05396599
1783,96478,"Hunterdon County, NJ",4790,2016,34,19,4.5,5431,4.730023304
1784,273352,"Mercer County, NJ",26707,2016,34,21,11.1,39066,8.900582885
1785,640149,"Middlesex County, NJ",60638,2016,34,23,8.6,69642,8.652843161
1786,480986,"Monmouth County, NJ",38177,2016,34,25,7.1,43866,7.353567184
1787,390330,"Morris County, NJ",23232,2016,34,27,5.4,26615,5.617537395
1788,423117,"Ocean County, NJ",34389,2016,34,29,11,64493,7.516622733
1789,371628,"Passaic County, NJ",57808,2016,34,31,17.2,85671,13.46137725
1790,47232,"Salem County, NJ",4069,2016,34,33,12.6,7868,7.931619267
1791,266290,"Somerset County, NJ",16720,2016,34,35,5.2,17318,5.907918448
1792,112410,"Sussex County, NJ",6875,2016,34,37,6,8460,5.763507566
1793,417988,"Union County, NJ",57638,2016,34,39,10.6,58425,12.11834509
1794,80644,"Warren County, NJ",7008,2016,34,41,8.3,8708,7.995253959
1795,509711,"Bernalillo County, NM",54217,2016,35,1,16.2,107909,9.614170603
1796,1975,"Catron County, NM",193,2016,35,3,23.2,810,8.902214022
1797,47269,"Chaves County, NM",6608,2016,35,5,22,13974,12.26497392
1798,18348,"Cibola County, NM",2599,2016,35,6,26.9,6712,12.40750465
1799,8044,"Colfax County, NM",836,2016,35,7,21.4,2525,9.414414414
1800,38404,"Curry County, NM",4426,2016,35,9,18.9,9216,10.33387812
1801,1114,"DeBaca County, NM",212,2016,35,11,21.2,378,15.98793363
1802,153893,"Dona Ana County, NM",22842,2016,35,13,25.6,53719,12.92443489
1803,45186,"Eddy County, NM",4000,2016,35,15,15.2,8674,8.132395397
1804,18886,"Grant County, NM",1594,2016,35,17,22.8,6308,7.783203125
1805,2685,"Guadalupe County, NM",261,2016,35,19,25.1,955,8.859470468
1806,416,"Harding County, NM",42,2016,35,21,14.3,95,9.170305677
1807,2990,"Hidalgo County, NM",362,2016,35,23,26.7,1129,10.79952267
1808,53081,"Lea County, NM",7289,2016,35,25,18,12179,12.07387775
1809,12062,"Lincoln County, NM",1798,2016,35,27,18.2,3500,12.97258297
1810,14543,"Los Alamos County, NM",474,2016,35,28,4,720,3.156422721
1811,16143,"Luna County, NM",2587,2016,35,29,27.6,6601,13.8120662
1812,54895,"McKinley County, NM",10861,2016,35,31,34.4,25540,16.51712391
1813,3010,"Mora County, NM",357,2016,35,33,25.2,1130,10.6029106
1814,46087,"Otero County, NM",6252,2016,35,35,20.5,12945,11.94520339
1815,5704,"Quay County, NM",560,2016,35,37,24.6,2044,8.939974457
1816,28678,"Rio Arriba County, NM",3920,2016,35,39,22.5,8953,12.02527762
1817,13606,"Roosevelt County, NM",1830,2016,35,41,22.3,4006,11.85540295
1818,106507,"Sandoval County, NM",11780,2016,35,43,14.5,20441,9.95882895
1819,83193,"San Juan County, NM",13546,2016,35,45,17.4,19749,14.00262562
1820,19279,"San Miguel County, NM",2009,2016,35,47,25.7,6856,9.437241638
1821,98661,"Santa Fe County, NM",14723,2016,35,49,14,20463,12.98507726
1822,6366,"Sierra County, NM",730,2016,35,51,27,2940,10.28748591
1823,11714,"Socorro County, NM",1635,2016,35,53,25.4,4181,12.24810847
1824,21452,"Taos County, NM",3307,2016,35,55,22.4,7354,13.35675916
1825,10386,"Torrance County, NM",1253,2016,35,57,27.3,4001,10.76552968
1826,2447,"Union County, NM",270,2016,35,59,20.1,705,9.93743099
1827,54891,"Valencia County, NM",6592,2016,35,61,18.6,13746,10.7216629
1828,235266,"Albany County, NY",10741,2016,36,1,12.1,35585,4.366135923
1829,32723,"Allegany County, NY",1936,2016,36,3,18.4,7836,5.585850717
1830,1124734,"Bronx County, NY",116497,2016,36,5,28.6,405516,9.385601874
1831,143012,"Broome County, NY",8158,2016,36,7,16.5,30417,5.396573394
1832,57459,"Cattaraugus County, NY",4441,2016,36,9,14.6,11014,7.17447496
1833,57276,"Cayuga County, NY",3361,2016,36,11,12.5,9236,5.54282039
1834,95132,"Chautauqua County, NY",5619,2016,36,13,19.2,23921,5.57711586
1835,63982,"Chemung County, NY",3076,2016,36,15,15.2,12390,4.587073876
1836,36663,"Chenango County, NY",1985,2016,36,17,15.2,7248,5.136100186
1837,58022,"Clinton County, NY",3798,2016,36,19,14.4,10701,6.143642834
1838,43489,"Columbia County, NY",2991,2016,36,21,12.7,7519,6.435025818
1839,35383,"Cortland County, NY",1702,2016,36,23,16.4,7230,4.589456654
1840,30928,"Delaware County, NY",2160,2016,36,25,17.5,7613,6.528046422
1841,219411,"Dutchess County, NY",12198,2016,36,27,9.2,25588,5.266634716
1842,709304,"Erie County, NY",33803,2016,36,29,14.2,126912,4.54887385
1843,26404,"Essex County, NY",1491,2016,36,31,12.6,4532,5.345043915
1844,34453,"Franklin County, NY",2434,2016,36,33,18.4,8235,6.598530648
1845,40492,"Fulton County, NY",2528,2016,36,35,15,7878,5.876336588
1846,44205,"Genesee County, NY",2472,2016,36,37,11.4,6475,5.295970178
1847,32922,"Greene County, NY",2001,2016,36,39,16.4,7278,5.729748303
1848,3009,"Hamilton County, NY",217,2016,36,41,10.2,463,6.726596404
1849,46963,"Herkimer County, NY",2585,2016,36,43,16.3,9968,5.217163155
1850,87307,"Jefferson County, NY",5656,2016,36,45,15.3,16468,6.084141002
1851,2063802,"Kings County, NY",198931,2016,36,47,20.6,535092,8.791624995
1852,20744,"Lewis County, NY",1307,2016,36,49,15.8,4191,5.927168836
1853,45854,"Livingston County, NY",2210,2016,36,51,13.9,8072,4.598035952
1854,52533,"Madison County, NY",2682,2016,36,53,11.1,7421,4.857375713
1855,576087,"Monroe County, NY",29587,2016,36,55,14.7,106742,4.884971123
1856,37470,"Montgomery County, NY",2372,2016,36,57,19.9,9610,5.95351639
1857,1066983,"Nassau County, NY",56454,2016,36,59,6.1,82192,5.025114893
1858,1265655,"New York County, NY",85635,2016,36,61,17.2,274651,6.337277712
1859,162560,"Niagara County, NY",8540,2016,36,63,12.6,26152,4.991233197
1860,170234,"Oneida County, NY",8892,2016,36,65,16.3,35553,4.96410348
1861,358429,"Onondaga County, NY",19703,2016,36,67,14.6,65822,5.210614283
1862,83108,"Ontario County, NY",3911,2016,36,69,9.6,10240,4.494420759
1863,301037,"Orange County, NY",19544,2016,36,71,12.6,46624,6.096431167
1864,30044,"Orleans County, NY",2053,2016,36,73,15.2,5905,6.396236408
1865,91161,"Oswego County, NY",5083,2016,36,75,17.2,19549,5.281368189
1866,41095,"Otsego County, NY",2670,2016,36,77,14.7,8124,6.100765452
1867,78356,"Putnam County, NY",3959,2016,36,79,6,5844,4.809572982
1868,1759975,"Queens County, NY",225096,2016,36,81,13.3,307866,11.33944327
1869,123736,"Rensselaer County, NY",6332,2016,36,83,11.6,17978,4.868222776
1870,378364,"Richmond County, NY",21728,2016,36,85,13.2,62030,5.430750927
1871,255187,"Rockland County, NY",17759,2016,36,87,14.4,46260,6.506415188
1872,76094,"St. Lawrence County, NY",5360,2016,36,89,17.5,17225,6.580401208
1873,179566,"Saratoga County, NY",8005,2016,36,91,6.3,14094,4.267717291
1874,120686,"Schenectady County, NY",6130,2016,36,93,11.4,17158,4.833774918
1875,22539,"Schoharie County, NY",1353,2016,36,95,12.7,3802,5.662983425
1876,13478,"Schuyler County, NY",804,2016,36,97,15,2684,5.629463661
1877,24435,"Seneca County, NY",1649,2016,36,99,13.5,4322,6.321883147
1878,73659,"Steuben County, NY",4594,2016,36,101,13.2,12546,5.870701443
