,NIC_PT,NAME,NUI_PT,time,state,county,SAEPOVRTALL_PT,SAEPOVALL_PT,unemployed_percentage,State,County
1357,24491,"Morrison County, MN",3092,2008,27,097,13.3,4326,7.6, MN,Morrison County
1358,27199,"Mower County, MN",3340,2008,27,099,12.4,4611,4.6, MN,Mower County
1359,5709,"Murray County, MN",801,2008,27,101,8.9,734,5.1, MN,Murray County
1360,23297,"Nicollet County, MN",1904,2008,27,103,10.2,2973,4.3, MN,Nicollet County
1361,14602,"Nobles County, MN",2181,2008,27,105,13.4,2684,4.2, MN,Nobles County
1362,4476,"Norman County, MN",690,2008,27,107,12,770,5.6, MN,Norman County
1363,114038,"Olmsted County, MN",8725,2008,27,109,7.6,10517,4.4, MN,Olmsted County
1364,39690,"Otter Tail County, MN",5031,2008,27,111,12.5,6953,6.1, MN,Otter Tail County
1365,10217,"Pennington County, MN",1203,2008,27,113,11.3,1509,7.1, MN,Pennington County
1366,19500,"Pine County, MN",2782,2008,27,115,13.6,3610,8.6, MN,Pine County
1367,6457,"Pipestone County, MN",873,2008,27,117,10.6,976,4.4, MN,Pipestone County
1368,22012,"Polk County, MN",2666,2008,27,119,12.2,3575,5.0, MN,Polk County
1369,7727,"Pope County, MN",893,2008,27,121,10.1,1083,5.3, MN,Pope County
1370,382810,"Ramsey County, MN",42639,2008,27,123,13.5,65375,5.3, MN,Ramsey County
1371,2861,"Red Lake County, MN",481,2008,27,125,11.5,456,7.9, MN,Red Lake County
1372,10960,"Redwood County, MN",1442,2008,27,127,9.9,1493,5.4, MN,Redwood County
1373,11327,"Renville County, MN",1502,2008,27,129,11,1703,5.8, MN,Renville County
1374,43657,"Rice County, MN",5340,2008,27,131,9.2,5122,5.9, MN,Rice County
1375,6721,"Rock County, MN",854,2008,27,133,9,831,3.9, MN,Rock County
1376,12506,"Roseau County, MN",1267,2008,27,135,8.2,1283,4.9, MN,Roseau County
1377,142853,"St. Louis County, MN",15474,2008,27,137,14.4,26873,6.3, MN,St. Louis County
1378,110604,"Scott County, MN",8849,2008,27,139,4.4,5552,5.0, MN,Scott County
1379,71925,"Sherburne County, MN",7467,2008,27,141,5.8,4965,6.2, MN,Sherburne County
1380,11017,"Sibley County, MN",1509,2008,27,143,10,1474,6.3, MN,Sibley County
1381,111548,"Stearns County, MN",11274,2008,27,145,10.1,14148,5.6, MN,Stearns County
1382,28288,"Steele County, MN",2837,2008,27,147,7.7,2774,5.1, MN,Steele County
1383,6564,"Stevens County, MN",706,2008,27,149,12.3,1089,4.7, MN,Stevens County
1384,6421,"Swift County, MN",891,2008,27,151,11.7,1081,6.1, MN,Swift County
1385,17376,"Todd County, MN",2402,2008,27,153,13.4,3158,6.5, MN,Todd County
1386,2234,"Traverse County, MN",361,2008,27,155,11.9,424,5.5, MN,Traverse County
1387,16275,"Wabasha County, MN",1821,2008,27,157,7.7,1661,5.0, MN,Wabasha County
1388,9269,"Wadena County, MN",1138,2008,27,159,17.3,2231,8.2, MN,Wadena County
1389,14028,"Waseca County, MN",1402,2008,27,161,8.8,1587,5.4, MN,Waseca County
1390,193334,"Washington County, MN",12865,2008,27,163,4.5,10096,5.0, MN,Washington County
1391,7305,"Watonwan County, MN",1320,2008,27,165,11.1,1188,6.5, MN,Watonwan County
1392,4651,"Wilkin County, MN",559,2008,27,167,7.7,474,4.4, MN,Wilkin County
1393,35028,"Winona County, MN",4110,2008,27,169,13.7,6228,4.8, MN,Winona County
1394,98643,"Wright County, MN",9902,2008,27,171,5.6,6631,6.1, MN,Wright County
1395,6997,"Yellow Medicine County, MN",777,2008,27,173,9.9,960,5.1, MN,Yellow Medicine County
1396,20337,"Adams County, MS",5191,2008,28,001,26.7,8220,6.5, MS,Adams County
1397,23943,"Alcorn County, MS",5676,2008,28,003,19.5,6829,7.6, MS,Alcorn County
1398,8776,"Amite County, MS",2259,2008,28,005,24.2,3169,7.0, MS,Amite County
1399,12954,"Attala County, MS",3296,2008,28,007,25.7,4961,8.9, MS,Attala County
1400,5241,"Benton County, MS",1442,2008,28,009,23.3,1863,11.0, MS,Benton County
1401,24757,"Bolivar County, MS",6158,2008,28,011,35.2,12388,8.4, MS,Bolivar County
1402,9376,"Calhoun County, MS",2572,2008,28,013,20.1,2863,8.8, MS,Calhoun County
1403,6375,"Carroll County, MS",1952,2008,28,015,17.8,1773,7.0, MS,Carroll County
1404,12496,"Chickasaw County, MS",3454,2008,28,017,22.1,4110,10.7, MS,Chickasaw County
1405,5848,"Choctaw County, MS",1682,2008,28,019,24.7,2211,7.9, MS,Choctaw County
1406,6610,"Claiborne County, MS",1655,2008,28,021,35.1,3364,10.7, MS,Claiborne County
1407,11584,"Clarke County, MS",2945,2008,28,023,21.1,3621,7.6, MS,Clarke County
1408,14119,"Clay County, MS",3417,2008,28,025,25.2,5172,12.8, MS,Clay County
1409,18529,"Coahoma County, MS",4767,2008,28,027,32.2,8547,9.0, MS,Coahoma County
1410,19835,"Copiah County, MS",4674,2008,28,029,24.6,6942,7.1, MS,Copiah County
1411,13835,"Covington County, MS",3692,2008,28,031,24.4,4938,5.9, MS,Covington County
1412,114273,"DeSoto County, MS",23483,2008,28,033,9.4,14427,4.6, MS,DeSoto County
1413,52165,"Forrest County, MS",13067,2008,28,035,24.3,17922,5.6, MS,Forrest County
1414,5347,"Franklin County, MS",1653,2008,28,037,21.6,1772,7.5, MS,Franklin County
1415,15227,"George County, MS",4080,2008,28,039,16.3,3547,7.4, MS,George County
1416,7365,"Greene County, MS",2359,2008,28,041,22.2,2440,9.0, MS,Greene County
1417,15432,"Grenada County, MS",3931,2008,28,043,21.3,4790,7.3, MS,Grenada County
1418,27895,"Hancock County, MS",6232,2008,28,045,17.4,6923,5.5, MS,Hancock County
1419,121134,"Harrison County, MS",30297,2008,28,047,16.2,27768,5.4, MS,Harrison County
1420,174449,"Hinds County, MS",36697,2008,28,049,23.1,55043,5.9, MS,Hinds County
1421,13584,"Holmes County, MS",3483,2008,28,051,34.9,6811,12.9, MS,Holmes County
1422,6818,"Humphreys County, MS",1917,2008,28,053,35.2,3494,9.6, MS,Humphreys County
1423,805,"Issaquena County, MS",326,2008,28,055,48.1,661,8.6, MS,Issaquena County
1424,14977,"Itawamba County, MS",3954,2008,28,057,15,3326,8.0, MS,Itawamba County
1425,92808,"Jackson County, MS",21473,2008,28,059,13.3,17201,5.7, MS,Jackson County
1426,12417,"Jasper County, MS",2922,2008,28,061,21,3793,7.0, MS,Jasper County
1427,5442,"Jefferson County, MS",1829,2008,28,063,37.5,3067,13.1, MS,Jefferson County
1428,8312,"Jefferson Davis County, MS",2286,2008,28,065,27.8,3475,6.8, MS,Jefferson Davis County
1429,44381,"Jones County, MS",11976,2008,28,067,22.3,14687,5.2, MS,Jones County
1430,6003,"Kemper County, MS",1874,2008,28,069,26.3,2453,8.1, MS,Kemper County
1431,28265,"Lafayette County, MS",6433,2008,28,071,20.6,8090,5.2, MS,Lafayette County
1432,35562,"Lamar County, MS",8069,2008,28,073,14.5,7060,4.6, MS,Lamar County
1433,51958,"Lauderdale County, MS",11376,2008,28,075,20.8,15313,6.7, MS,Lauderdale County
1434,8957,"Lawrence County, MS",2301,2008,28,077,20.2,2674,7.7, MS,Lawrence County
1435,14188,"Leake County, MS",3756,2008,28,079,23.6,4967,6.7, MS,Leake County
1436,56865,"Lee County, MS",12995,2008,28,081,17.7,14135,6.9, MS,Lee County
1437,22824,"Leflore County, MS",5730,2008,28,083,38.8,12576,8.8, MS,Leflore County
1438,23224,"Lincoln County, MS",6006,2008,28,085,20.6,7055,7.2, MS,Lincoln County
1439,40716,"Lowndes County, MS",9523,2008,28,087,22.6,13020,7.6, MS,Lowndes County
1440,68643,"Madison County, MS",10843,2008,28,089,13.4,11944,5.1, MS,Madison County
1441,16683,"Marion County, MS",4591,2008,28,091,25.2,6229,6.9, MS,Marion County
1442,23870,"Marshall County, MS",6532,2008,28,093,23.6,8317,8.0, MS,Marshall County
1443,24977,"Monroe County, MS",6245,2008,28,095,20.3,7454,9.6, MS,Monroe County
1444,7269,"Montgomery County, MS",1988,2008,28,097,24.3,2696,8.6, MS,Montgomery County
1445,20652,"Neshoba County, MS",5433,2008,28,099,16.7,4981,5.3, MS,Neshoba County
1446,14585,"Newton County, MS",3738,2008,28,101,19.2,4134,6.5, MS,Newton County
1447,7955,"Noxubee County, MS",2095,2008,28,103,32.9,3819,13.5, MS,Noxubee County
1448,28415,"Oktibbeha County, MS",7044,2008,28,105,33.2,13238,6.2, MS,Oktibbeha County
1449,24163,"Panola County, MS",6600,2008,28,107,25.1,8866,8.3, MS,Panola County
1450,38311,"Pearl River County, MS",10586,2008,28,109,19.5,10999,6.6, MS,Pearl River County
1451,8591,"Perry County, MS",2018,2008,28,111,19.9,2405,8.1, MS,Perry County
1452,26596,"Pike County, MS",6696,2008,28,113,24,9358,6.9, MS,Pike County
1453,20263,"Pontotoc County, MS",4771,2008,28,115,15.6,4467,7.7, MS,Pontotoc County
1454,16887,"Prentiss County, MS",3971,2008,28,117,19,4724,8.0, MS,Prentiss County
1455,5598,"Quitman County, MS",1681,2008,28,119,34.9,2973,8.8, MS,Quitman County
1456,101234,"Rankin County, MS",19056,2008,28,121,11.1,14993,4.1, MS,Rankin County
1457,19042,"Scott County, MS",5832,2008,28,123,21.8,6196,5.0, MS,Scott County
1458,3559,"Sharkey County, MS",1218,2008,28,125,38.1,2083,8.5, MS,Sharkey County
1459,18590,"Simpson County, MS",5067,2008,28,127,21.6,5892,5.8, MS,Simpson County
1460,10800,"Smith County, MS",2685,2008,28,129,17.8,2800,6.4, MS,Smith County
1461,10564,"Stone County, MS",2764,2008,28,131,18.1,2741,5.8, MS,Stone County
1462,17828,"Sunflower County, MS",5105,2008,28,133,36.1,9334,10.2, MS,Sunflower County
1463,8543,"Tallahatchie County, MS",2413,2008,28,135,28.9,3724,8.3, MS,Tallahatchie County
1464,18096,"Tate County, MS",4699,2008,28,137,17.2,4485,6.7, MS,Tate County
1465,13995,"Tippah County, MS",3772,2008,28,139,18.5,3823,9.9, MS,Tippah County
1466,12278,"Tishomingo County, MS",3122,2008,28,141,18.9,3528,8.8, MS,Tishomingo County
1467,7882,"Tunica County, MS",1403,2008,28,143,24.6,2532,10.5, MS,Tunica County
1468,18424,"Union County, MS",4653,2008,28,145,15.5,4186,6.9, MS,Union County
1469,10064,"Walthall County, MS",2920,2008,28,147,25.2,3832,7.1, MS,Walthall County
1470,34560,"Warren County, MS",7119,2008,28,149,21,9937,6.3, MS,Warren County
1471,37640,"Washington County, MS",9807,2008,28,151,35.8,19428,9.4, MS,Washington County
1472,14055,"Wayne County, MS",3878,2008,28,153,22.6,4645,7.4, MS,Wayne County
1473,6516,"Webster County, MS",1676,2008,28,155,21,2034,9.2, MS,Webster County
1474,5790,"Wilkinson County, MS",1914,2008,28,157,31.6,2868,7.9, MS,Wilkinson County
1475,12666,"Winston County, MS",3148,2008,28,159,20.6,3903,7.4, MS,Winston County
1476,9094,"Yalobusha County, MS",2282,2008,28,161,21.8,2928,8.5, MS,Yalobusha County
1477,16435,"Yazoo County, MS",4882,2008,28,163,34.5,8521,8.7, MS,Yazoo County
1478,16335,"Adair County, MO",3048,2008,29,001,27.3,6057,5.3, MO,Adair County
1479,12295,"Andrew County, MO",2226,2008,29,003,9.4,1564,4.8, MO,Andrew County
1480,3743,"Atchison County, MO",853,2008,29,005,13.8,791,4.8, MO,Atchison County
1481,16586,"Audrain County, MO",3096,2008,29,007,17.2,4047,6.2, MO,Audrain County
1482,25186,"Barry County, MO",4987,2008,29,009,16.9,6051,5.5, MO,Barry County
1483,8698,"Barton County, MO",1707,2008,29,011,17.4,2147,9.3, MO,Barton County
1484,11464,"Bates County, MO",2534,2008,29,013,16.4,2746,7.2, MO,Bates County
1485,11280,"Benton County, MO",2609,2008,29,015,17.5,3165,6.9, MO,Benton County
1486,7999,"Bollinger County, MO",2059,2008,29,017,18,2136,6.7, MO,Bollinger County
1487,114673,"Boone County, MO",16846,2008,29,019,16.8,24438,4.4, MO,Boone County
1488,62490,"Buchanan County, MO",10198,2008,29,021,15,12706,5.2, MO,Buchanan County
1489,28255,"Butler County, MO",5535,2008,29,023,20.8,8403,6.2, MO,Butler County
1490,6303,"Caldwell County, MO",1343,2008,29,025,14.6,1333,6.7, MO,Caldwell County
1491,30258,"Callaway County, MO",5133,2008,29,027,11.3,4499,5.4, MO,Callaway County
1492,26594,"Camden County, MO",5504,2008,29,029,12.4,4963,6.3, MO,Camden County
1493,51621,"Cape Girardeau County, MO",8838,2008,29,031,13.5,9448,5.2, MO,Cape Girardeau County
1494,6484,"Carroll County, MO",1359,2008,29,033,15.6,1490,7.1, MO,Carroll County
1495,3773,"Carter County, MO",1133,2008,29,035,25.4,1480,7.2, MO,Carter County
1496,75346,"Cass County, MO",11123,2008,29,037,7.3,7047,6.0, MO,Cass County
1497,8656,"Cedar County, MO",1909,2008,29,039,20.9,2773,6.5, MO,Cedar County
1498,4943,"Chariton County, MO",1029,2008,29,041,14.4,1082,6.2, MO,Chariton County
1499,56151,"Christian County, MO",10551,2008,29,043,9.5,7098,5.0, MO,Christian County
1500,4716,"Clark County, MO",1198,2008,29,045,15.4,1081,6.1, MO,Clark County
1501,167554,"Clay County, MO",22771,2008,29,047,7.4,15670,5.2, MO,Clay County
1502,15090,"Clinton County, MO",2729,2008,29,049,10.5,2162,5.9, MO,Clinton County
1503,53317,"Cole County, MO",7688,2008,29,051,9.3,6476,4.5, MO,Cole County
1504,10978,"Cooper County, MO",2137,2008,29,053,13.5,2079,5.7, MO,Cooper County
1505,16247,"Crawford County, MO",3855,2008,29,055,17.8,4188,8.1, MO,Crawford County
1506,4828,"Dade County, MO",1100,2008,29,057,18.1,1317,6.3, MO,Dade County
1507,11661,"Dallas County, MO",2516,2008,29,059,18.6,3104,7.6, MO,Dallas County
1508,5338,"Daviess County, MO",1361,2008,29,061,15.3,1200,5.4, MO,Daviess County
1509,6017,"DeKalb County, MO",1439,2008,29,063,16.1,1404,6.3, MO,DeKalb County
1510,10050,"Dent County, MO",2185,2008,29,065,19.4,2903,7.7, MO,Dent County
1511,9137,"Douglas County, MO",1966,2008,29,067,21.8,2902,6.8, MO,Douglas County
1512,21241,"Dunklin County, MO",4530,2008,29,069,25,7658,7.9, MO,Dunklin County
1513,75083,"Franklin County, MO",11983,2008,29,071,9,8963,7.5, MO,Franklin County
1514,10286,"Gasconade County, MO",2031,2008,29,073,13.1,1947,7.6, MO,Gasconade County
1515,3881,"Gentry County, MO",919,2008,29,075,14.3,862,4.5, MO,Gentry County
1516,186958,"Greene County, MO",33398,2008,29,077,15.4,39236,5.1, MO,Greene County
1517,6454,"Grundy County, MO",1394,2008,29,079,16.9,1647,5.6, MO,Grundy County
1518,5631,"Harrison County, MO",1224,2008,29,081,16.7,1438,4.9, MO,Harrison County
1519,14834,"Henry County, MO",2962,2008,29,083,15.3,3336,6.7, MO,Henry County
1520,5035,"Hickory County, MO",1444,2008,29,085,20,1782,9.7, MO,Hickory County
1521,3154,"Holt County, MO",702,2008,29,087,15.7,749,5.0, MO,Holt County
1522,6397,"Howard County, MO",1322,2008,29,089,14.9,1370,6.0, MO,Howard County
1523,26197,"Howell County, MO",5570,2008,29,091,19.2,7336,5.7, MO,Howell County
1524,6546,"Iron County, MO",1626,2008,29,093,21.6,2070,5.7, MO,Iron County
1525,488871,"Jackson County, MO",88659,2008,29,095,14.4,94390,6.9, MO,Jackson County
1526,80223,"Jasper County, MO",19003,2008,29,097,17.9,20419,5.2, MO,Jasper County
1527,169382,"Jefferson County, MO",23998,2008,29,099,8.2,17697,6.9, MO,Jefferson County
1528,36995,"Johnson County, MO",6429,2008,29,101,12.9,6271,5.3, MO,Johnson County
1529,2514,"Knox County, MO",649,2008,29,103,17,669,4.7, MO,Knox County
1530,24645,"Laclede County, MO",5073,2008,29,105,18.1,6340,7.6, MO,Laclede County
1531,23067,"Lafayette County, MO",4101,2008,29,107,13.1,4191,6.1, MO,Lafayette County
1532,25469,"Lawrence County, MO",5841,2008,29,109,15.8,5830,4.8, MO,Lawrence County
1533,6338,"Lewis County, MO",1273,2008,29,111,17.2,1579,4.8, MO,Lewis County
1534,39571,"Lincoln County, MO",7479,2008,29,113,10.5,5438,7.8, MO,Lincoln County
1535,8702,"Linn County, MO",1413,2008,29,115,16.3,2001,7.0, MO,Linn County
1536,9076,"Livingston County, MO",1747,2008,29,117,14.7,1943,5.2, MO,Livingston County
1537,15747,"McDonald County, MO",4164,2008,29,119,21,4728,4.9, MO,McDonald County
1538,10450,"Macon County, MO",2088,2008,29,121,14.8,2255,6.0, MO,Macon County
1539,8210,"Madison County, MO",1944,2008,29,123,17.3,2080,6.1, MO,Madison County
1540,6063,"Maries County, MO",1392,2008,29,125,17,1513,6.3, MO,Maries County
1541,19825,"Marion County, MO",3345,2008,29,127,15.8,4264,5.6, MO,Marion County
1542,2229,"Mercer County, MO",534,2008,29,129,14.5,505,4.8, MO,Mercer County
1543,16702,"Miller County, MO",4026,2008,29,131,17,4168,6.7, MO,Miller County
1544,8540,"Mississippi County, MO",1935,2008,29,133,26.1,3273,7.3, MO,Mississippi County
1545,9815,"Moniteau County, MO",2051,2008,29,135,12.7,1753,5.5, MO,Moniteau County
1546,6236,"Monroe County, MO",1230,2008,29,137,13.6,1214,7.0, MO,Monroe County
1547,7867,"Montgomery County, MO",1713,2008,29,139,14.7,1677,7.2, MO,Montgomery County
1548,12859,"Morgan County, MO",3494,2008,29,141,17.2,3545,7.5, MO,Morgan County
1549,12191,"New Madrid County, MO",2313,2008,29,143,23.7,4070,7.1, MO,New Madrid County
1550,39411,"Newton County, MO",8183,2008,29,145,14.6,8028,5.5, MO,Newton County
1551,14126,"Nodaway County, MO",2280,2008,29,147,19,3658,4.2, MO,Nodaway County
1552,6863,"Oregon County, MO",1513,2008,29,149,23.4,2362,5.9, MO,Oregon County
1553,9684,"Osage County, MO",1697,2008,29,151,10,1327,6.2, MO,Osage County
1554,5813,"Ozark County, MO",1516,2008,29,153,21.7,1980,6.1, MO,Ozark County
1555,13228,"Pemiscot County, MO",2296,2008,29,155,31.7,5761,7.4, MO,Pemiscot County
1556,13291,"Perry County, MO",2346,2008,29,157,12.3,2266,4.6, MO,Perry County
1557,28460,"Pettis County, MO",5848,2008,29,159,15,6040,6.2, MO,Pettis County
1558,28061,"Phelps County, MO",6024,2008,29,161,18.2,7246,5.9, MO,Phelps County
1559,11306,"Pike County, MO",2455,2008,29,163,17.8,2896,5.7, MO,Pike County
1560,69089,"Platte County, MO",7658,2008,29,165,6.7,5657,4.8, MO,Platte County
1561,20027,"Polk County, MO",4248,2008,29,167,17.4,5024,6.1, MO,Polk County
1562,28367,"Pulaski County, MO",4957,2008,29,169,14,5137,5.7, MO,Pulaski County
1563,3111,"Putnam County, MO",718,2008,29,171,18.2,871,5.4, MO,Putnam County
1564,6978,"Ralls County, MO",1175,2008,29,173,10.6,1030,5.3, MO,Ralls County
1565,17167,"Randolph County, MO",2833,2008,29,175,17.8,4143,6.1, MO,Randolph County
1566,17020,"Ray County, MO",3002,2008,29,177,9.8,2261,6.4, MO,Ray County
1567,4033,"Reynolds County, MO",1055,2008,29,179,21,1314,7.3, MO,Reynolds County
1568,8962,"Ripley County, MO",2015,2008,29,181,25.6,3407,6.7, MO,Ripley County
1569,278471,"St. Charles County, MO",30245,2008,29,183,5,17286,5.5, MO,St. Charles County
1570,5790,"St. Clair County, MO",1383,2008,29,185,21.6,1957,7.1, MO,St. Clair County
1571,12604,"Ste. Genevieve County, MO",2232,2008,29,186,10.3,1794,5.9, MO,Ste. Genevieve County
1572,40800,"St. Francois County, MO",7646,2008,29,187,16.8,9512,7.1, MO,St. Francois County
1573,753475,"St. Louis County, MO",81631,2008,29,189,9,87531,6.0, MO,St. Louis County
1574,14850,"Saline County, MO",3026,2008,29,195,18,3760,5.7, MO,Saline County
1575,2530,"Schuyler County, MO",712,2008,29,197,19.4,783,6.4, MO,Schuyler County
1576,3117,"Scotland County, MO",848,2008,29,199,15.3,711,6.6, MO,Scotland County
1577,28997,"Scott County, MO",5572,2008,29,201,19.4,7766,6.6, MO,Scott County
1578,5587,"Shannon County, MO",1453,2008,29,203,26,2170,7.9, MO,Shannon County
1579,4176,"Shelby County, MO",934,2008,29,205,15.1,946,5.3, MO,Shelby County
1580,19593,"Stoddard County, MO",4491,2008,29,207,17.2,4998,7.5, MO,Stoddard County
1581,19688,"Stone County, MO",4737,2008,29,209,15.3,4780,7.8, MO,Stone County
1582,4429,"Sullivan County, MO",1093,2008,29,211,17,1104,5.8, MO,Sullivan County
1583,30772,"Taney County, MO",7009,2008,29,213,14.6,6639,7.7, MO,Taney County
1584,15425,"Texas County, MO",3386,2008,29,215,22.6,5199,6.9, MO,Texas County
1585,13160,"Vernon County, MO",2872,2008,29,217,20.5,3881,5.6, MO,Vernon County
1586,22659,"Warren County, MO",4151,2008,29,219,10.9,3381,7.5, MO,Warren County
1587,16495,"Washington County, MO",3683,2008,29,221,24.1,5595,10.2, MO,Washington County
1588,7964,"Wayne County, MO",1742,2008,29,223,25.3,3155,6.8, MO,Wayne County
1589,25192,"Webster County, MO",5887,2008,29,225,16.3,5778,5.7, MO,Webster County
1590,1169,"Worth County, MO",353,2008,29,227,14.6,292,5.5, MO,Worth County
1591,12105,"Wright County, MO",2807,2008,29,229,23.2,4205,7.2, MO,Wright County
1592,253792,"St. Louis city, MO",51996,2008,29,510,23.5,81148,7.8, MO,St. Louis city
1593,5402,"Beaverhead County, MT",1597,2008,30,001,15.7,1322,4.1, MT,Beaverhead County
1594,8414,"Big Horn County, MT",3181,2008,30,003,24.5,3093,8.3, MT,Big Horn County
1595,4000,"Blaine County, MT",1625,2008,30,005,24,1545,4.5, MT,Blaine County
1596,2846,"Broadwater County, MT",822,2008,30,007,11.5,531,5.6, MT,Broadwater County
1597,6320,"Carbon County, MT",1682,2008,30,009,11.3,1081,4.3, MT,Carbon County
1598,665,"Carter County, MT",270,2008,30,011,11.8,143,3.3, MT,Carter County
1599,54427,"Cascade County, MT",13250,2008,30,013,13.6,10866,4.7, MT,Cascade County
1600,3070,"Chouteau County, MT",1078,2008,30,015,16.2,821,3.6, MT,Chouteau County
1601,7289,"Custer County, MT",1663,2008,30,017,16.2,1745,4.2, MT,Custer County
1602,946,"Daniels County, MT",287,2008,30,019,12.2,196,3.7, MT,Daniels County
1603,5287,"Dawson County, MT",1364,2008,30,021,12.5,1002,3.7, MT,Dawson County
1604,5473,"Deer Lodge County, MT",1453,2008,30,023,17.5,1492,6.7, MT,Deer Lodge County
1605,1651,"Fallon County, MT",515,2008,30,025,9.6,256,2.6, MT,Fallon County
1606,6762,"Fergus County, MT",1833,2008,30,027,13.7,1476,4.8, MT,Fergus County
1607,60154,"Flathead County, MT",16310,2008,30,029,12.1,10545,6.7, MT,Flathead County
1608,64908,"Gallatin County, MT",14610,2008,30,031,10.6,9145,4.2, MT,Gallatin County
1609,662,"Garfield County, MT",259,2008,30,033,15.4,180,3.5, MT,Garfield County
1610,8593,"Glacier County, MT",3408,2008,30,035,25.5,3348,9.2, MT,Glacier County
1611,597,"Golden Valley County, MT",262,2008,30,037,20,202,5.0, MT,Golden Valley County
1612,1631,"Granite County, MT",625,2008,30,039,13.4,375,6.7, MT,Granite County
1613,10856,"Hill County, MT",3275,2008,30,041,18.2,2897,5.1, MT,Hill County
1614,8189,"Jefferson County, MT",1601,2008,30,043,8.8,969,4.6, MT,Jefferson County
1615,1153,"Judith Basin County, MT",434,2008,30,045,15,301,4.4, MT,Judith Basin County
1616,17582,"Lake County, MT",6157,2008,30,047,21.3,6025,7.5, MT,Lake County
1617,43720,"Lewis and Clark County, MT",8761,2008,30,049,10.7,6399,4.2, MT,Lewis and Clark County
1618,959,"Liberty County, MT",343,2008,30,051,17.2,287,4.2, MT,Liberty County
1619,11331,"Lincoln County, MT",3495,2008,30,053,20.1,3762,10.8, MT,Lincoln County
1620,1011,"McCone County, MT",305,2008,30,055,11.7,196,2.8, MT,McCone County
1621,4584,"Madison County, MT",1454,2008,30,057,11.6,862,4.2, MT,Madison County
1622,1010,"Meagher County, MT",471,2008,30,059,19.7,363,7.0, MT,Meagher County
1623,2282,"Mineral County, MT",736,2008,30,061,17.1,646,7.2, MT,Mineral County
1624,75771,"Missoula County, MT",17312,2008,30,063,17,17682,5.0, MT,Missoula County
1625,2739,"Musselshell County, MT",886,2008,30,065,18.1,802,5.9, MT,Musselshell County
1626,10617,"Park County, MT",2981,2008,30,067,11.5,1840,5.3, MT,Park County
1627,231,"Petroleum County, MT",109,2008,30,069,17,74,5.6, MT,Petroleum County
1628,2130,"Phillips County, MT",897,2008,30,071,16.1,619,5.1, MT,Phillips County
1629,3451,"Pondera County, MT",1364,2008,30,073,18.2,1052,5.5, MT,Pondera County
1630,930,"Powder River County, MT",389,2008,30,075,13,216,3.6, MT,Powder River County
1631,3230,"Powell County, MT",1041,2008,30,077,17.4,926,7.7, MT,Powell County
1632,608,"Prairie County, MT",212,2008,30,079,12.8,134,4.2, MT,Prairie County
1633,25620,"Ravalli County, MT",7413,2008,30,081,13.7,5528,6.6, MT,Ravalli County
1634,6129,"Richland County, MT",1565,2008,30,083,11.2,1027,3.2, MT,Richland County
1635,6727,"Roosevelt County, MT",2299,2008,30,085,25.7,2533,7.4, MT,Roosevelt County
1636,6375,"Rosebud County, MT",1790,2008,30,087,22.5,2036,6.3, MT,Rosebud County
1637,6196,"Sanders County, MT",2398,2008,30,089,17.6,1912,10.4, MT,Sanders County
1638,1822,"Sheridan County, MT",572,2008,30,091,12.5,400,3.2, MT,Sheridan County
1639,21645,"Silver Bow County, MT",4919,2008,30,093,15.4,4899,4.9, MT,Silver Bow County
1640,6146,"Stillwater County, MT",1183,2008,30,095,9.5,813,4.4, MT,Stillwater County
1641,2419,"Sweet Grass County, MT",600,2008,30,097,10.2,380,2.7, MT,Sweet Grass County
1642,3624,"Teton County, MT",1266,2008,30,099,12.8,760,4.2, MT,Teton County
1643,2774,"Toole County, MT",960,2008,30,101,15.8,713,3.3, MT,Toole County
1644,359,"Treasure County, MT",156,2008,30,103,11.4,72,4.2, MT,Treasure County
1645,4072,"Valley County, MT",1358,2008,30,105,14.5,984,4.3, MT,Valley County
1646,1025,"Wheatland County, MT",549,2008,30,107,19.1,351,4.1, MT,Wheatland County
1647,453,"Wibaux County, MT",193,2008,30,109,13.5,111,3.6, MT,Wibaux County
1648,100945,"Yellowstone County, MT",20482,2008,30,111,10.8,15036,3.8, MT,Yellowstone County
1649,23242,"Adams County, NE",3675,2008,31,001,10.3,3254,3.1, NE,Adams County
1650,4410,"Antelope County, NE",757,2008,31,003,13.8,906,3.0, NE,Antelope County
1651,231,"Arthur County, NE",58,2008,31,005,10.4,35,3.7, NE,Arthur County
1652,454,"Banner County, NE",103,2008,31,007,13.8,101,2.5, NE,Banner County
1653,274,"Blaine County, NE",38,2008,31,009,19.2,82,4.9, NE,Blaine County
1654,3686,"Boone County, NE",569,2008,31,011,9.9,528,2.6, NE,Boone County
1655,8177,"Box Butte County, NE",1203,2008,31,013,10.7,1153,3.7, NE,Box Butte County
1656,1256,"Boyd County, NE",288,2008,31,015,13.5,274,3.2, NE,Boyd County
1657,1934,"Brown County, NE",376,2008,31,017,13,401,2.7, NE,Brown County
1658,33027,"Buffalo County, NE",4695,2008,31,019,11.8,5041,2.5, NE,Buffalo County
1659,4564,"Burt County, NE",815,2008,31,021,10.2,704,4.2, NE,Burt County
1660,5924,"Butler County, NE",890,2008,31,023,9.5,784,2.9, NE,Butler County
1661,20142,"Cass County, NE",2282,2008,31,025,6.7,1696,3.7, NE,Cass County
1662,5590,"Cedar County, NE",999,2008,31,027,8.6,702,2.5, NE,Cedar County
